touchpoint_id,anonymous_id,patient_id,channel,utm_medium,campaign,event_type,cost,event_at
tp_003165,anon_093f3fa589c1,,google,cpc,weight_mgmt,click,6.43,2024-12-04 12:42:20
tp_003166,anon_093f3fa589c1,pat_001052,google,cpc,weight_mgmt,signup,0.0,2024-12-14 08:59:00
tp_003167,anon_81f694e1cabf,,facebook,paid_social,weight_mgmt,click,2.31,2024-12-08 09:25:54
tp_003168,anon_81f694e1cabf,pat_001053,facebook,paid_social,retargeting,signup,0.0,2024-12-14 10:30:58
tp_003169,anon_b8084531a3a9,,google,cpc,weight_mgmt,click,6.71,2024-12-05 17:36:12
tp_003170,anon_b8084531a3a9,pat_001054,google,cpc,retargeting,signup,0.0,2024-12-14 08:10:05
tp_003171,anon_a0ef56681d96,,email,email,brand,click,0.26,2024-11-30 16:03:08
tp_003172,anon_a0ef56681d96,,google,cpc,mental_health,click,7.06,2024-12-03 18:10:04
tp_003173,anon_a0ef56681d96,,email,email,brand,click,0.19,2024-12-04 09:44:36
tp_003174,anon_a0ef56681d96,pat_001055,email,email,weight_mgmt,signup,0.0,2024-12-14 15:52:51
tp_003175,anon_1ce1a68a4736,,google,cpc,brand,click,3.63,2024-11-30 14:27:41
tp_003176,anon_1ce1a68a4736,,email,email,mental_health,click,0.13,2024-12-13 11:44:54
tp_003177,anon_1ce1a68a4736,pat_001056,google,cpc,retargeting,signup,0.0,2024-12-14 17:20:11
tp_003178,anon_8073552fc23e,,facebook,paid_social,mental_health,click,3.87,2024-12-08 17:56:02
tp_003179,anon_8073552fc23e,pat_001057,facebook,paid_social,brand,signup,0.0,2024-12-14 10:06:20
tp_003180,anon_d56f938bdda8,,instagram,paid_social,retargeting,click,5.54,2024-12-01 10:08:29
tp_003181,anon_d56f938bdda8,,google,cpc,brand,click,4.05,2024-12-04 16:48:00
tp_003182,anon_d56f938bdda8,,google,cpc,weight_mgmt,click,5.18,2024-12-05 13:23:40
tp_003183,anon_d56f938bdda8,pat_001058,instagram,paid_social,brand,signup,0.0,2024-12-14 09:57:13
tp_003184,anon_75270329b883,,instagram,paid_social,skin_health,click,5.04,2024-12-08 08:59:52
tp_003185,anon_75270329b883,pat_001059,instagram,paid_social,brand,signup,0.0,2024-12-14 16:21:45
tp_003186,anon_2259c236dd06,,facebook,paid_social,weight_mgmt,click,1.98,2024-12-04 16:05:29
tp_003187,anon_2259c236dd06,,facebook,paid_social,weight_mgmt,click,3.02,2024-12-05 19:07:47
tp_003188,anon_2259c236dd06,pat_001060,facebook,paid_social,mental_health,signup,0.0,2024-12-14 19:20:16
tp_003189,anon_cc635a0f88cf,,google,cpc,brand,click,5.89,2024-11-30 18:59:28
tp_003190,anon_cc635a0f88cf,,google,cpc,brand,click,4.08,2024-12-05 16:11:10
tp_003191,anon_cc635a0f88cf,,instagram,paid_social,mental_health,click,4.05,2024-12-07 11:58:41
tp_003192,anon_cc635a0f88cf,pat_001061,google,cpc,brand,signup,0.0,2024-12-14 12:19:04
tp_003193,anon_8c49f3675a73,,instagram,paid_social,mental_health,click,4.47,2024-12-10 09:27:51
tp_003194,anon_8c49f3675a73,,google,cpc,skin_health,click,5.02,2024-12-13 19:18:04
tp_003195,anon_8c49f3675a73,pat_001062,instagram,paid_social,skin_health,signup,0.0,2024-12-14 11:31:17
tp_003196,anon_0f060c6a50f9,,google,cpc,brand,click,5.9,2024-12-02 19:20:39
tp_003197,anon_0f060c6a50f9,pat_001063,google,cpc,mental_health,signup,0.0,2024-12-14 14:25:56
tp_003198,anon_773b631a7133,,instagram,paid_social,skin_health,click,2.8,2024-11-30 13:15:35
tp_003199,anon_773b631a7133,pat_001064,instagram,paid_social,retargeting,signup,0.0,2024-12-14 10:04:56
tp_003200,anon_b2d1bfa75397,,referral,referral,weight_mgmt,visit,0.0,2024-11-30 19:00:19
tp_003201,anon_b2d1bfa75397,,facebook,paid_social,mental_health,click,4.14,2024-12-01 15:02:45
tp_003202,anon_b2d1bfa75397,,google,cpc,weight_mgmt,click,7.05,2024-12-06 11:27:40
tp_003203,anon_b2d1bfa75397,pat_001065,referral,referral,mental_health,signup,0.0,2024-12-14 18:13:05
tp_003204,anon_3c29291f5a0c,,facebook,paid_social,skin_health,click,4.67,2024-11-30 11:04:06
tp_003205,anon_3c29291f5a0c,,instagram,paid_social,weight_mgmt,click,3.45,2024-12-05 12:18:58
tp_003206,anon_3c29291f5a0c,,instagram,paid_social,skin_health,click,4.61,2024-12-13 12:33:03
tp_003207,anon_3c29291f5a0c,pat_001066,facebook,paid_social,mental_health,signup,0.0,2024-12-14 08:02:09
tp_003208,anon_9b45a4cb9fa1,,referral,referral,brand,visit,0.0,2024-12-05 08:43:59
tp_003209,anon_9b45a4cb9fa1,,facebook,paid_social,weight_mgmt,click,2.85,2024-12-07 16:43:45
tp_003210,anon_9b45a4cb9fa1,pat_001067,referral,referral,weight_mgmt,signup,0.0,2024-12-14 18:32:42
tp_003211,anon_0a8d21699549,,instagram,paid_social,weight_mgmt,click,3.42,2024-12-06 17:03:46
tp_003212,anon_0a8d21699549,pat_001068,instagram,paid_social,retargeting,signup,0.0,2024-12-15 10:37:22
tp_003213,anon_acbdcf548a64,,facebook,paid_social,weight_mgmt,click,2.29,2024-12-06 09:09:33
tp_003214,anon_acbdcf548a64,,facebook,paid_social,brand,click,2.75,2024-12-07 11:22:49
tp_003215,anon_acbdcf548a64,,organic,organic,mental_health,visit,0.0,2024-12-10 12:15:40
tp_003216,anon_acbdcf548a64,pat_001069,facebook,paid_social,skin_health,signup,0.0,2024-12-15 10:32:33
tp_003217,anon_e603d4bade52,,facebook,paid_social,weight_mgmt,click,4.05,2024-12-01 16:59:56
tp_003218,anon_e603d4bade52,pat_001070,facebook,paid_social,mental_health,signup,0.0,2024-12-15 19:21:38
tp_003219,anon_dd56c155e489,,organic,organic,retargeting,visit,0.0,2024-12-04 14:13:14
tp_003220,anon_dd56c155e489,,facebook,paid_social,brand,click,2.91,2024-12-06 19:58:57
tp_003221,anon_dd56c155e489,pat_001071,organic,organic,mental_health,signup,0.0,2024-12-15 16:33:32
tp_003222,anon_dfec9fffd546,,instagram,paid_social,brand,click,4.28,2024-12-04 08:44:35
tp_003223,anon_dfec9fffd546,,facebook,paid_social,retargeting,click,4.77,2024-12-06 12:34:28
tp_003224,anon_dfec9fffd546,,facebook,paid_social,mental_health,click,4.56,2024-12-13 18:34:00
tp_003225,anon_dfec9fffd546,pat_001072,instagram,paid_social,brand,signup,0.0,2024-12-15 17:43:35
tp_003226,anon_c61910638a12,,google,cpc,weight_mgmt,click,4.49,2024-12-01 10:34:26
tp_003227,anon_c61910638a12,,email,email,mental_health,click,0.15,2024-12-09 10:11:45
tp_003228,anon_c61910638a12,,google,cpc,weight_mgmt,click,6.08,2024-12-14 17:09:35
tp_003229,anon_c61910638a12,pat_001073,google,cpc,mental_health,signup,0.0,2024-12-15 19:11:08
tp_003230,anon_5b2168a0a0b0,,google,cpc,brand,click,3.0,2024-12-06 13:30:18
tp_003231,anon_5b2168a0a0b0,,google,cpc,weight_mgmt,click,3.73,2024-12-09 13:46:09
tp_003232,anon_5b2168a0a0b0,,email,email,mental_health,click,0.18,2024-12-10 08:27:40
tp_003233,anon_5b2168a0a0b0,pat_001074,google,cpc,mental_health,signup,0.0,2024-12-15 17:05:57
tp_003234,anon_badb204af04b,,google,cpc,brand,click,3.86,2024-12-04 10:37:25
tp_003235,anon_badb204af04b,pat_001075,google,cpc,mental_health,signup,0.0,2024-12-15 17:16:56
tp_003236,anon_f4c8337b1afc,,google,cpc,retargeting,click,5.14,2024-12-04 13:55:10
tp_003237,anon_f4c8337b1afc,,facebook,paid_social,skin_health,click,2.06,2024-12-12 10:32:35
tp_003238,anon_f4c8337b1afc,,instagram,paid_social,weight_mgmt,click,3.81,2024-12-14 10:19:42
tp_003239,anon_f4c8337b1afc,pat_001076,google,cpc,skin_health,signup,0.0,2024-12-15 10:10:18
tp_003240,anon_b8b65bf93f44,,facebook,paid_social,retargeting,click,4.4,2024-12-12 11:50:44
tp_003241,anon_b8b65bf93f44,,email,email,brand,click,0.12,2024-12-14 17:23:10
tp_003242,anon_b8b65bf93f44,pat_001077,facebook,paid_social,mental_health,signup,0.0,2024-12-15 18:36:59
tp_003243,anon_bf445866fcb3,,email,email,retargeting,click,0.22,2024-12-04 19:12:57
tp_003244,anon_bf445866fcb3,,google,cpc,mental_health,click,4.92,2024-12-13 13:09:58
tp_003245,anon_bf445866fcb3,pat_001078,email,email,retargeting,signup,0.0,2024-12-15 13:26:34
tp_003246,anon_2b1375909cec,,instagram,paid_social,brand,click,3.54,2024-12-01 12:41:58
tp_003247,anon_2b1375909cec,,facebook,paid_social,skin_health,click,3.81,2024-12-08 11:56:46
tp_003248,anon_2b1375909cec,,google,cpc,skin_health,click,3.7,2024-12-13 09:27:56
tp_003249,anon_2b1375909cec,pat_001079,instagram,paid_social,retargeting,signup,0.0,2024-12-15 17:52:58
tp_003250,anon_635f1df64dec,,facebook,paid_social,mental_health,click,2.06,2024-12-04 15:49:56
tp_003251,anon_635f1df64dec,,organic,organic,skin_health,visit,0.0,2024-12-06 16:00:17
tp_003252,anon_635f1df64dec,pat_001080,facebook,paid_social,mental_health,signup,0.0,2024-12-15 13:23:43
tp_003253,anon_2a7ea63f0035,,referral,referral,weight_mgmt,visit,0.0,2024-12-08 10:11:16
tp_003254,anon_2a7ea63f0035,pat_001081,referral,referral,mental_health,signup,0.0,2024-12-15 11:14:10
tp_003255,anon_e64862d9ae0b,,facebook,paid_social,mental_health,click,1.83,2024-12-09 16:49:17
tp_003256,anon_e64862d9ae0b,,referral,referral,brand,visit,0.0,2024-12-14 11:09:18
tp_003257,anon_e64862d9ae0b,pat_001082,facebook,paid_social,mental_health,signup,0.0,2024-12-15 12:04:26
tp_003258,anon_a53b218f974a,,google,cpc,weight_mgmt,click,4.43,2024-12-04 15:56:29
tp_003259,anon_a53b218f974a,pat_001083,google,cpc,brand,signup,0.0,2024-12-15 12:27:15
tp_003260,anon_45ff5969470e,,organic,organic,brand,visit,0.0,2024-12-05 09:44:15
tp_003261,anon_45ff5969470e,,referral,referral,brand,visit,0.0,2024-12-09 11:03:55
tp_003262,anon_45ff5969470e,,email,email,retargeting,click,0.2,2024-12-12 14:09:30
tp_003263,anon_45ff5969470e,pat_001084,organic,organic,mental_health,signup,0.0,2024-12-15 18:22:15
tp_003264,anon_a11372201364,,instagram,paid_social,brand,click,3.22,2024-12-12 18:15:24
tp_003265,anon_a11372201364,pat_001085,instagram,paid_social,weight_mgmt,signup,0.0,2024-12-15 19:00:23
tp_003266,anon_e1eadf84b221,,google,cpc,retargeting,click,3.54,2024-12-03 19:24:11
tp_003267,anon_e1eadf84b221,pat_001086,google,cpc,retargeting,signup,0.0,2024-12-15 08:59:48
tp_003268,anon_a45049ac4f45,,organic,organic,retargeting,visit,0.0,2024-12-13 14:09:45
tp_003269,anon_a45049ac4f45,pat_001087,organic,organic,retargeting,signup,0.0,2024-12-15 11:57:15
tp_003270,anon_8dd7211a1b07,,organic,organic,skin_health,visit,0.0,2024-12-10 16:48:26
tp_003271,anon_8dd7211a1b07,pat_001088,organic,organic,brand,signup,0.0,2024-12-16 11:13:00
tp_003272,anon_bdc57f72e288,,google,cpc,skin_health,click,3.68,2024-12-04 10:28:42
tp_003273,anon_bdc57f72e288,,google,cpc,skin_health,click,5.42,2024-12-08 09:45:03
tp_003274,anon_bdc57f72e288,pat_001089,google,cpc,weight_mgmt,signup,0.0,2024-12-16 08:26:15
tp_003275,anon_82eb79aca686,,instagram,paid_social,brand,click,4.0,2024-12-09 19:25:24
tp_003276,anon_82eb79aca686,pat_001090,instagram,paid_social,weight_mgmt,signup,0.0,2024-12-16 15:39:07
tp_003277,anon_ea4a139b32e2,,google,cpc,brand,click,6.82,2024-12-13 13:27:51
tp_003278,anon_ea4a139b32e2,pat_001091,google,cpc,brand,signup,0.0,2024-12-16 15:21:29
tp_003279,anon_6ef982275f78,,instagram,paid_social,weight_mgmt,click,2.56,2024-12-11 19:31:20
tp_003280,anon_6ef982275f78,pat_001092,instagram,paid_social,brand,signup,0.0,2024-12-16 16:08:36
tp_003281,anon_7cd32075dcbf,,google,cpc,mental_health,click,4.79,2024-12-03 13:37:25
tp_003282,anon_7cd32075dcbf,pat_001093,google,cpc,retargeting,signup,0.0,2024-12-16 17:31:03
tp_003283,anon_2cda520b2d57,,instagram,paid_social,weight_mgmt,click,5.27,2024-12-08 13:06:47
tp_003284,anon_2cda520b2d57,,instagram,paid_social,retargeting,click,3.34,2024-12-14 13:21:15
tp_003285,anon_2cda520b2d57,pat_001094,instagram,paid_social,skin_health,signup,0.0,2024-12-16 10:48:45
tp_003286,anon_91a7ec410e9f,,organic,organic,retargeting,visit,0.0,2024-12-09 11:26:58
tp_003287,anon_91a7ec410e9f,,google,cpc,retargeting,click,6.01,2024-12-15 13:49:29
tp_003288,anon_91a7ec410e9f,pat_001095,organic,organic,brand,signup,0.0,2024-12-16 15:38:16
tp_003289,anon_4e30158a23c0,,referral,referral,skin_health,visit,0.0,2024-12-07 10:59:39
tp_003290,anon_4e30158a23c0,,organic,organic,mental_health,visit,0.0,2024-12-16 15:19:57
tp_003291,anon_4e30158a23c0,pat_001096,referral,referral,weight_mgmt,signup,0.0,2024-12-17 13:53:01
tp_003292,anon_fbe975cf62fd,,organic,organic,weight_mgmt,visit,0.0,2024-12-16 09:13:10
tp_003293,anon_fbe975cf62fd,pat_001097,organic,organic,skin_health,signup,0.0,2024-12-17 18:55:28
tp_003294,anon_858b8e788e2d,,google,cpc,mental_health,click,2.85,2024-12-08 08:51:35
tp_003295,anon_858b8e788e2d,pat_001098,google,cpc,brand,signup,0.0,2024-12-17 16:32:13
tp_003296,anon_6889f99b73f8,,google,cpc,brand,click,3.57,2024-12-10 15:27:26
tp_003297,anon_6889f99b73f8,pat_001099,google,cpc,brand,signup,0.0,2024-12-17 11:24:31
tp_003298,anon_18cd3e8eea11,,organic,organic,skin_health,visit,0.0,2024-12-03 11:00:19
tp_003299,anon_18cd3e8eea11,,facebook,paid_social,weight_mgmt,click,4.67,2024-12-08 12:37:43
tp_003300,anon_18cd3e8eea11,pat_001100,organic,organic,skin_health,signup,0.0,2024-12-17 08:46:57
tp_003301,anon_f365bf8a0f36,,instagram,paid_social,retargeting,click,4.86,2024-12-07 10:23:27
tp_003302,anon_f365bf8a0f36,,organic,organic,mental_health,visit,0.0,2024-12-08 14:04:54
tp_003303,anon_f365bf8a0f36,pat_001101,instagram,paid_social,brand,signup,0.0,2024-12-17 14:53:14
tp_003304,anon_d7167f3a6600,,google,cpc,retargeting,click,6.39,2024-12-07 17:24:15
tp_003305,anon_d7167f3a6600,pat_001102,google,cpc,skin_health,signup,0.0,2024-12-17 10:31:09
tp_003306,anon_19cb36289843,,google,cpc,brand,click,6.25,2024-12-05 09:26:32
tp_003307,anon_19cb36289843,,referral,referral,retargeting,visit,0.0,2024-12-08 18:19:42
tp_003308,anon_19cb36289843,,instagram,paid_social,brand,click,2.58,2024-12-14 09:07:51
tp_003309,anon_19cb36289843,pat_001103,google,cpc,skin_health,signup,0.0,2024-12-17 19:28:04
tp_003310,anon_c28ea42aeebc,,facebook,paid_social,skin_health,click,3.27,2024-12-08 18:58:42
tp_003311,anon_c28ea42aeebc,,facebook,paid_social,brand,click,2.71,2024-12-10 12:07:37
tp_003312,anon_c28ea42aeebc,,instagram,paid_social,retargeting,click,3.4,2024-12-12 15:35:46
tp_003313,anon_c28ea42aeebc,pat_001104,facebook,paid_social,brand,signup,0.0,2024-12-17 19:49:04
tp_003314,anon_1a489a9041a4,,google,cpc,weight_mgmt,click,4.39,2024-12-13 13:09:44
tp_003315,anon_1a489a9041a4,pat_001105,google,cpc,weight_mgmt,signup,0.0,2024-12-17 13:16:27
tp_003316,anon_cfa3961db54f,,facebook,paid_social,skin_health,click,4.67,2024-12-07 08:15:38
tp_003317,anon_cfa3961db54f,,referral,referral,weight_mgmt,visit,0.0,2024-12-13 09:10:32
tp_003318,anon_cfa3961db54f,pat_001106,facebook,paid_social,skin_health,signup,0.0,2024-12-17 08:12:26
tp_003319,anon_26a86b70fc5e,,google,cpc,skin_health,click,4.12,2024-12-04 19:40:57
tp_003320,anon_26a86b70fc5e,pat_001107,google,cpc,weight_mgmt,signup,0.0,2024-12-17 15:21:46
tp_003321,anon_cd9bc3f72d70,,referral,referral,retargeting,visit,0.0,2024-12-14 17:49:40
tp_003322,anon_cd9bc3f72d70,pat_001108,referral,referral,mental_health,signup,0.0,2024-12-17 14:00:30
tp_003323,anon_ffa3a80aa1b9,,google,cpc,skin_health,click,3.06,2024-12-08 15:17:41
tp_003324,anon_ffa3a80aa1b9,,google,cpc,brand,click,3.67,2024-12-11 16:57:30
tp_003325,anon_ffa3a80aa1b9,,organic,organic,mental_health,visit,0.0,2024-12-14 16:56:56
tp_003326,anon_ffa3a80aa1b9,pat_001109,google,cpc,brand,signup,0.0,2024-12-17 09:33:02
tp_003327,anon_3ad4706ec76e,,instagram,paid_social,weight_mgmt,click,2.44,2024-12-03 10:04:57
tp_003328,anon_3ad4706ec76e,,organic,organic,retargeting,visit,0.0,2024-12-05 17:25:29
tp_003329,anon_3ad4706ec76e,,facebook,paid_social,mental_health,click,3.05,2024-12-10 14:53:58
tp_003330,anon_3ad4706ec76e,pat_001110,instagram,paid_social,retargeting,signup,0.0,2024-12-17 12:18:51
tp_003331,anon_3da06fc54791,,google,cpc,weight_mgmt,click,4.47,2024-12-05 11:44:41
tp_003332,anon_3da06fc54791,,instagram,paid_social,weight_mgmt,click,2.23,2024-12-15 08:42:18
tp_003333,anon_3da06fc54791,pat_001111,google,cpc,skin_health,signup,0.0,2024-12-17 19:54:25
tp_003334,anon_8b62b6cec604,,facebook,paid_social,skin_health,click,2.02,2024-12-06 09:23:01
tp_003335,anon_8b62b6cec604,pat_001112,facebook,paid_social,skin_health,signup,0.0,2024-12-18 08:16:13
tp_003336,anon_7df5bc1a0370,,email,email,skin_health,click,0.24,2024-12-04 16:32:53
tp_003337,anon_7df5bc1a0370,,google,cpc,brand,click,3.89,2024-12-12 12:53:32
tp_003338,anon_7df5bc1a0370,pat_001113,email,email,mental_health,signup,0.0,2024-12-18 17:28:08
tp_003339,anon_eb577a17b15a,,google,cpc,skin_health,click,6.79,2024-12-07 13:08:18
tp_003340,anon_eb577a17b15a,,google,cpc,skin_health,click,4.27,2024-12-16 14:35:27
tp_003341,anon_eb577a17b15a,pat_001114,google,cpc,brand,signup,0.0,2024-12-18 16:27:51
tp_003342,anon_4e8419922a3a,,facebook,paid_social,mental_health,click,3.1,2024-12-11 11:36:24
tp_003343,anon_4e8419922a3a,,facebook,paid_social,skin_health,click,3.9,2024-12-12 10:48:13
tp_003344,anon_4e8419922a3a,,instagram,paid_social,mental_health,click,5.23,2024-12-15 19:45:33
tp_003345,anon_4e8419922a3a,pat_001115,facebook,paid_social,weight_mgmt,signup,0.0,2024-12-18 19:39:26
tp_003346,anon_76f41fdbcc91,,organic,organic,mental_health,visit,0.0,2024-12-09 19:31:41
tp_003347,anon_76f41fdbcc91,,instagram,paid_social,mental_health,click,3.82,2024-12-17 19:26:42
tp_003348,anon_76f41fdbcc91,pat_001116,organic,organic,skin_health,signup,0.0,2024-12-18 19:25:23
tp_003349,anon_fafed915877e,,organic,organic,skin_health,visit,0.0,2024-12-16 18:30:18
tp_003350,anon_fafed915877e,pat_001117,organic,organic,weight_mgmt,signup,0.0,2024-12-18 12:05:19
tp_003351,anon_ce91f88cabbc,,facebook,paid_social,skin_health,click,3.34,2024-12-08 10:48:23
tp_003352,anon_ce91f88cabbc,,facebook,paid_social,retargeting,click,4.02,2024-12-12 09:36:58
tp_003353,anon_ce91f88cabbc,,instagram,paid_social,mental_health,click,4.29,2024-12-14 10:07:41
tp_003354,anon_ce91f88cabbc,pat_001118,facebook,paid_social,weight_mgmt,signup,0.0,2024-12-18 10:57:59
tp_003355,anon_ab979c5e285a,,instagram,paid_social,weight_mgmt,click,3.5,2024-12-06 13:37:07
tp_003356,anon_ab979c5e285a,,instagram,paid_social,retargeting,click,5.41,2024-12-14 11:00:17
tp_003357,anon_ab979c5e285a,,instagram,paid_social,retargeting,click,4.98,2024-12-16 17:10:50
tp_003358,anon_ab979c5e285a,pat_001119,instagram,paid_social,weight_mgmt,signup,0.0,2024-12-18 09:37:06
tp_003359,anon_a79b4e531a46,,google,cpc,brand,click,3.18,2024-12-08 09:59:47
tp_003360,anon_a79b4e531a46,,instagram,paid_social,brand,click,3.92,2024-12-14 11:24:37
tp_003361,anon_a79b4e531a46,pat_001120,google,cpc,brand,signup,0.0,2024-12-18 09:05:16
tp_003362,anon_fadef485ad9f,,facebook,paid_social,skin_health,click,2.83,2024-12-04 16:52:14
tp_003363,anon_fadef485ad9f,,facebook,paid_social,mental_health,click,3.01,2024-12-05 09:18:06
tp_003364,anon_fadef485ad9f,,email,email,weight_mgmt,click,0.17,2024-12-13 09:58:44
tp_003365,anon_fadef485ad9f,pat_001121,facebook,paid_social,mental_health,signup,0.0,2024-12-18 09:28:32
tp_003366,anon_1261c57b3809,,facebook,paid_social,skin_health,click,2.04,2024-12-11 13:35:29
tp_003367,anon_1261c57b3809,,referral,referral,brand,visit,0.0,2024-12-17 16:16:31
tp_003368,anon_1261c57b3809,pat_001122,facebook,paid_social,skin_health,signup,0.0,2024-12-18 14:55:29
tp_003369,anon_54f6feff08d4,,instagram,paid_social,skin_health,click,5.14,2024-12-06 11:29:02
tp_003370,anon_54f6feff08d4,,instagram,paid_social,weight_mgmt,click,3.7,2024-12-09 15:27:28
tp_003371,anon_54f6feff08d4,,facebook,paid_social,brand,click,2.37,2024-12-14 12:55:04
tp_003372,anon_54f6feff08d4,pat_001123,instagram,paid_social,mental_health,signup,0.0,2024-12-18 08:00:59
tp_003373,anon_07370c3b4f22,,instagram,paid_social,brand,click,5.33,2024-12-04 10:13:58
tp_003374,anon_07370c3b4f22,,referral,referral,weight_mgmt,visit,0.0,2024-12-10 13:46:36
tp_003375,anon_07370c3b4f22,,email,email,retargeting,click,0.14,2024-12-14 09:01:38
tp_003376,anon_07370c3b4f22,pat_001124,instagram,paid_social,skin_health,signup,0.0,2024-12-18 09:54:31
tp_003377,anon_725aba11d844,,facebook,paid_social,retargeting,click,3.92,2024-12-16 10:50:52
tp_003378,anon_725aba11d844,,organic,organic,mental_health,visit,0.0,2024-12-17 13:50:33
tp_003379,anon_725aba11d844,pat_001125,facebook,paid_social,brand,signup,0.0,2024-12-18 08:55:59
tp_003380,anon_69faca0caf46,,google,cpc,skin_health,click,6.38,2024-12-13 16:14:11
tp_003381,anon_69faca0caf46,,email,email,retargeting,click,0.29,2024-12-15 13:52:45
tp_003382,anon_69faca0caf46,pat_001126,google,cpc,mental_health,signup,0.0,2024-12-19 12:40:30
tp_003383,anon_79a0416062a0,,instagram,paid_social,skin_health,click,5.14,2024-12-11 10:16:03
tp_003384,anon_79a0416062a0,pat_001127,instagram,paid_social,retargeting,signup,0.0,2024-12-19 14:04:54
tp_003385,anon_1179de22c935,,facebook,paid_social,retargeting,click,3.88,2024-12-12 12:04:22
tp_003386,anon_1179de22c935,,facebook,paid_social,skin_health,click,4.01,2024-12-13 10:06:19
tp_003387,anon_1179de22c935,,google,cpc,skin_health,click,3.98,2024-12-14 09:00:47
tp_003388,anon_1179de22c935,pat_001128,facebook,paid_social,mental_health,signup,0.0,2024-12-19 17:47:36
tp_003389,anon_b8ecbb5c8c8a,,email,email,brand,click,0.17,2024-12-11 12:08:03
tp_003390,anon_b8ecbb5c8c8a,pat_001129,email,email,brand,signup,0.0,2024-12-19 19:17:09
tp_003391,anon_e0c34aedee6b,,instagram,paid_social,brand,click,4.44,2024-12-09 16:58:24
tp_003392,anon_e0c34aedee6b,,google,cpc,retargeting,click,6.05,2024-12-10 10:47:50
tp_003393,anon_e0c34aedee6b,pat_001130,instagram,paid_social,mental_health,signup,0.0,2024-12-19 19:24:19
tp_003394,anon_ced92de0bf8a,,google,cpc,weight_mgmt,click,6.26,2024-12-06 08:51:51
tp_003395,anon_ced92de0bf8a,,email,email,retargeting,click,0.31,2024-12-09 19:41:15
tp_003396,anon_ced92de0bf8a,,instagram,paid_social,weight_mgmt,click,5.54,2024-12-14 18:24:34
tp_003397,anon_ced92de0bf8a,pat_001131,google,cpc,skin_health,signup,0.0,2024-12-19 19:41:26
tp_003398,anon_2913ec7dc0b6,,facebook,paid_social,brand,click,2.12,2024-12-05 10:17:55
tp_003399,anon_2913ec7dc0b6,,google,cpc,brand,click,6.28,2024-12-10 11:41:45
tp_003400,anon_2913ec7dc0b6,pat_001132,facebook,paid_social,mental_health,signup,0.0,2024-12-19 08:44:24
tp_003401,anon_8d2ab0f43569,,facebook,paid_social,weight_mgmt,click,4.47,2024-12-11 12:48:46
tp_003402,anon_8d2ab0f43569,pat_001133,facebook,paid_social,retargeting,signup,0.0,2024-12-19 16:37:33
tp_003403,anon_97d7991f205c,,email,email,retargeting,click,0.21,2024-12-07 10:53:43
tp_003404,anon_97d7991f205c,,organic,organic,retargeting,visit,0.0,2024-12-08 15:45:57
tp_003405,anon_97d7991f205c,pat_001134,email,email,mental_health,signup,0.0,2024-12-19 11:07:46
tp_003406,anon_dc4612f43036,,referral,referral,retargeting,visit,0.0,2024-12-07 15:43:32
tp_003407,anon_dc4612f43036,pat_001135,referral,referral,skin_health,signup,0.0,2024-12-19 16:29:32
tp_003408,anon_75e40d304a23,,facebook,paid_social,brand,click,3.81,2024-12-18 09:42:36
tp_003409,anon_75e40d304a23,pat_001136,facebook,paid_social,retargeting,signup,0.0,2024-12-20 17:38:57
tp_003410,anon_e76ad549ac38,,google,cpc,skin_health,click,2.87,2024-12-09 08:07:19
tp_003411,anon_e76ad549ac38,,instagram,paid_social,skin_health,click,2.54,2024-12-13 17:59:35
tp_003412,anon_e76ad549ac38,,facebook,paid_social,skin_health,click,1.95,2024-12-18 12:40:07
tp_003413,anon_e76ad549ac38,pat_001137,google,cpc,mental_health,signup,0.0,2024-12-20 08:04:04
tp_003414,anon_70d886b82f04,,facebook,paid_social,skin_health,click,3.33,2024-12-11 19:24:31
tp_003415,anon_70d886b82f04,,organic,organic,weight_mgmt,visit,0.0,2024-12-18 11:52:05
tp_003416,anon_70d886b82f04,pat_001138,facebook,paid_social,skin_health,signup,0.0,2024-12-20 17:21:32
tp_003417,anon_7f687b54ae96,,email,email,weight_mgmt,click,0.27,2024-12-13 14:35:22
tp_003418,anon_7f687b54ae96,pat_001139,email,email,skin_health,signup,0.0,2024-12-20 14:31:31
tp_003419,anon_3a0b2fb2c165,,google,cpc,mental_health,click,5.09,2024-12-06 11:51:18
tp_003420,anon_3a0b2fb2c165,,google,cpc,mental_health,click,6.49,2024-12-09 16:17:41
tp_003421,anon_3a0b2fb2c165,,referral,referral,skin_health,visit,0.0,2024-12-11 17:31:54
tp_003422,anon_3a0b2fb2c165,pat_001140,google,cpc,mental_health,signup,0.0,2024-12-20 16:16:54
tp_003423,anon_800278a9b927,,organic,organic,retargeting,visit,0.0,2024-12-09 10:23:43
tp_003424,anon_800278a9b927,,referral,referral,retargeting,visit,0.0,2024-12-14 14:01:40
tp_003425,anon_800278a9b927,,google,cpc,skin_health,click,6.97,2024-12-17 11:03:16
tp_003426,anon_800278a9b927,pat_001141,organic,organic,retargeting,signup,0.0,2024-12-20 09:30:25
tp_003427,anon_953ca3bf70fe,,google,cpc,brand,click,3.02,2024-12-06 17:13:30
tp_003428,anon_953ca3bf70fe,pat_001142,google,cpc,weight_mgmt,signup,0.0,2024-12-20 12:49:10
tp_003429,anon_540cced1b350,,organic,organic,retargeting,visit,0.0,2024-12-08 08:07:13
